Code	Occupation	Index_Inches	Gender_dominance_Number_MALE	Gender_dominance_Number_FEMALE	Gender_dominance_%_MALE	Gender_dominance_%_FEMALE	Glass_ceiling_MALE	Glass_ceiling_FEMALE	Glass_ceiling_RATIO	Glass_ceiling_%>180k_MALE	Glass_ceiling_%>180k_FEMALE	Glass_ceiling_RATIO_>180k	Glass_ceiling_%>80k_MALE	Glass_ceiling_%>80k_FEMALE	Glass_ceiling_RATIO_>80k	Glass_ceiling_%>37k_MALE	Glass_ceiling_%>37k_FEMALE	Glass_ceiling_RATIO_>37k	Salary_2009_MALE	Salary_2009_FEMALE	Salary_2009_DIFF	Salary_2013_MALE	Salary_2013_FEMALE	Salary_2013_DIFF	Progress_DOLLARS	Progress_PERCENT
1399	 Other Specialist Managers	5.6	14680	12680	0.54	0.46	0.047	0.013	3.7	0.047	0.013	3.7	0.428	0.204	2.1	0.877	0.748	1.2	75910	57758	18153	81236	57912	23324	-5171	-0.285
1411	 Cafe and Restaurant Managers	1.7	19245	27870	0.41	0.59	0.007	0.003	2.2	0.007	0.003	2.2	0.076	0.032	2.4	0.587	0.449	1.3	46305	38226	8079	42080	34341	7739	340	0.042
1412	 Caravan Park and Camping Ground Managers	1.9	1285	1180	0.52	0.48	0.016	0.008	1.8	0.016	0.008	1.8	0.109	0.064	1.7	0.599	0.513	1.2	40085	37033	3052	38888	33997	4891	-1839	-0.603
1413	 Hotel and Motel Managers	2.8	8385	5505	0.6	0.4	0.027	0.011	2.5	0.027	0.011	2.5	0.174	0.094	1.8	0.785	0.688	1.1	57486	47519	9967	56737	45122	11614	-1647	-0.165
1414	 Licensed Club Managers	4.7	2505	1120	0.69	0.31	0.024	0.004	5.4	0.024	0.004	5.4	0.253	0.094	2.7	0.876	0.804	1.1	69702	56528	13174	71133	54909	16224	-3050	-0.232
1419	 Other Accommodation and Hospitality Managers	0.4	720	885	0.45	0.55	0.007	0.006	1.2	0.007	0.006	1.2	0.16	0.102	1.6	0.674	0.65	1	50637	46541	4096	46974	45545	1429	2667	0.651
1421	 Retail Managers	3	44355	51680	0.46	0.54	0.01	0.004	2.5	0.01	0.004	2.5	0.145	0.053	2.8	0.791	0.631	1.3	55128	44441	10687	54406	41728	12678	-1991	-0.186
1491	" Amusement, Fitness and Sports Centre Managers"	2.2	2365	1770	0.57	0.43	0.011	0.006	1.9	0.011	0.006	1.9	0.175	0.082	2.1	0.732	0.59	1.2	57145	46801	10344	54773	43371	11402	-1058	-0.102
1492	 Call or Contact Centre and Customer Service Managers	3.2	31340	58090	0.35	0.65	0.014	0.004	3.8	0.014	0.004	3.8	0.196	0.077	2.5	0.752	0.643	1.2	60116	48072	12045	58767	45793	12974	-929	-0.077
1493	 Conference and Event Organisers	2.9	1615	6340	0.2	0.8	0.015	0.002	6.5	0.015	0.002	6.5	0.158	0.072	2.2	0.693	0.666	1	56760	48230	8530	51599	45590	6010	2521	0.295
1494	 Transport Services Managers	1.4	17705	2090	0.89	0.11	0.027	0.019	1.4	0.027	0.019	1.4	0.356	0.246	1.4	0.84	0.797	1.1	70224	60717	9508	71428	61741	9687	-179	-0.019
1499	" Other Hospitality, Retail and Service Managers"	3.7	20300	11490	0.64	0.36	0.121	0.048	2.5	0.121	0.048	2.5	0.61	0.419	1.5	0.926	0.857	1.1	112817	79955	32863	110864	81554	29311	3552	0.108
2111	" Actors, Dancers and Other Entertainers"	1.1	5460	5075	0.52	0.48	0.021	0.012	1.8	0.021	0.012	1.8	0.089	0.061	1.5	0.342	0.263	1.3	41587	36555	5033	26973	22779	4193	839	0.167
2112	 Music Professionals	1.2	3325	1955	0.63	0.37	0.02	0.01	1.9	0.02	0.01	1.9	0.173	0.12	1.4	0.519	0.473	1.1	49686	44696	4990	38817	34513	4304	686	0.138
2113	 Photographers	3.1	2740	2580	0.52	0.48	0.011	0.004	2.8	0.011	0.004	2.8	0.161	0.039	4.1	0.582	0.32	1.8	52551	37467	15084	41995	25858	16137	-1054	-0.07
2114	 Visual Arts and Crafts Professionals	3.6	1315	1255	0.51	0.49	0.008	0.004	1.9	0.008	0.004	1.9	0.133	0.056	2.4	0.506	0.319	1.6	46988	34815	12173	40346	24563	15783	-3611	-0.297
2121	" Artistic Directors, and Media Producers and Presenters"	2.3	4790	4365	0.52	0.48	0.064	0.029	2.2	0.064	0.029	2.2	0.402	0.286	1.4	0.819	0.766	1.1	84903	69097	15807	80120	65192	14928	878	0.056
2122	" Authors, and Book and Script Editors"	1.1	730	1675	0.3	0.7	0.027	0.012	2.3	0.027	0.012	2.3	0.24	0.164	1.5	0.664	0.645	1	59986	51845	8141	44138	43176	962	7179	0.882
2123	" Film, Television, Radio and Stage Directors"	1.4	5595	2660	0.68	0.32	0.038	0.024	1.6	0.038	0.024	1.6	0.308	0.231	1.3	0.762	0.692	1.1	72826	60869	11956	65973	56076	9897	2060	0.172
2124	 Journalists and Other Writers	3.7	7840	9070	0.46	0.54	0.05	0.018	2.7	0.05	0.018	2.7	0.404	0.202	2	0.841	0.722	1.2	77542	58862	18680	73879	53480	20399	-1720	-0.092
2211	 Accountants	4.5	80080	79925	0.5	0.5	0.107	0.03	3.5	0.107	0.03	3.5	0.476	0.291	1.6	0.852	0.778	1.1	91742	67499	24243	91628	65600	26028	-1784	-0.074
2212	" Auditors, Company Secretaries and Corporate Treasurers"	4	8850	7540	0.54	0.46	0.128	0.049	2.6	0.128	0.049	2.6	0.502	0.34	1.5	0.874	0.802	1.1	97953	68373	29580	100109	70075	30034	-453	-0.015
2221	 Financial Brokers	5.6	7945	4845	0.62	0.38	0.128	0.021	6.2	0.128	0.021	6.2	0.478	0.214	2.2	0.857	0.786	1.1	104721	62574	42146	99285	61423	37863	4284	0.102
2222	 Financial Dealers	4.3	4295	795	0.84	0.16	0.373	0.176	2.1	0.373	0.176	2.1	0.668	0.453	1.5	0.877	0.774	1.1	252768	109735	143033	195929	98157	97772	45261	0.316
2223	 Financial Investment Advisers and Managers	6.3	12705	5755	0.69	0.31	0.159	0.059	2.7	0.159	0.059	2.7	0.551	0.337	1.6	0.895	0.821	1.1	113450	76201	37249	116188	74269	41919	-4670	-0.125
2231	 Human Resource Professionals	3.7	11840	31225	0.27	0.73	0.049	0.018	2.7	0.049	0.018	2.7	0.386	0.218	1.8	0.856	0.784	1.1	77835	63255	14579	78434	61399	17034	-2455	-0.168
2232	 ICT Trainers	2.6	1030	870	0.54	0.46	0.019	0.006	3.4	0.019	0.006	3.4	0.325	0.224	1.5	0.791	0.753	1.1	68295	60890	7405	66460	58195	8264	-860	-0.116
2233	 Training and Development Professionals	5	9660	10500	0.48	0.52	0.027	0.01	2.6	0.027	0.01	2.6	0.415	0.202	2.1	0.856	0.737	1.2	70794	57807	12987	75304	56568	18736	-5749	-0.443
2241	" Actuaries, Mathematicians and Statisticians"	4.4	2720	1560	0.64	0.36	0.188	0.08	2.3	0.188	0.08	2.3	0.618	0.471	1.3	0.875	0.849	1	119820	85964	33856	121043	86302	34742	-886	-0.026
2242	" Archivists, Curators and Records Managers"	3	2610	8065	0.24	0.76	0.017	0.008	2.1	0.017	0.008	2.1	0.261	0.148	1.8	0.805	0.69	1.2	61249	51869	9380	61370	49409	11961	-2582	-0.275
2243	 Economists	4	2360	1110	0.68	0.32	0.191	0.095	2	0.191	0.095	2	0.686	0.55	1.2	0.907	0.86	1.1	122632	88977	33655	125948	91958	33990	-335	-0.01
2244	 Intelligence and Policy Analysts	5	2945	4675	0.39	0.61	0.048	0.012	4	0.048	0.012	4	0.565	0.396	1.4	0.922	0.874	1.1	82031	72332	9699	87071	72249	14822	-5123	-0.528
2245	 Land Economists and Valuers	5.5	3705	920	0.8	0.2	0.069	0.011	6.3	0.069	0.011	6.3	0.511	0.245	2.1	0.885	0.772	1.1	88504	64949	23554	89628	63627	26000	-2446	-0.104
2246	 Librarians	1.5	1620	9770	0.14	0.86	0.006	0.005	1.2	0.006	0.005	1.2	0.235	0.167	1.4	0.849	0.762	1.1	61445	53086	8359	62279	52735	9543	-1184	-0.142
2247	 Management and Organisation Analysts	2.7	21380	17465	0.55	0.45	0.051	0.022	2.3	0.051	0.022	2.3	0.543	0.407	1.3	0.917	0.872	1.1	89681	75370	14311	90983	75791	15192	-881	-0.062
2249	 Other Information and Organisation Professionals	3.6	3040	4625	0.4	0.6	0.02	0.008	2.6	0.02	0.008	2.6	0.24	0.131	1.8	0.592	0.523	1.1	52639	47276	5363	46118	36551	9567	-4204	-0.784
2251	 Advertising and Marketing Professionals	4.3	14255	21625	0.4	0.6	0.059	0.014	4.2	0.059	0.014	4.2	0.372	0.182	2	0.811	0.722	1.1	81533	58978	22554	79069	55438	23632	-1077	-0.048
2252	 ICT Sales Professionals	4.7	11780	3975	0.75	0.25	0.124	0.054	2.3	0.124	0.054	2.3	0.538	0.358	1.5	0.866	0.767	1.1	99709	75846	23864	103595	76263	27332	-3468	-0.145
2253	 Public Relations Professionals	2.2	4195	11545	0.27	0.73	0.045	0.021	2.1	0.045	0.021	2.1	0.393	0.261	1.5	0.824	0.767	1.1	78996	64197	14799	76430	62140	14290	509	0.034
2254	 Technical Sales Representatives	2.6	19590	8940	0.69	0.31	0.021	0.013	1.6	0.021	0.013	1.6	0.324	0.268	1.2	0.876	0.745	1.2	70517	61782	8735	72744	61425	11319	-2583	-0.296
2311	 Air Transport Professionals	8.6	13080	1190	0.92	0.08	0.208	0.046	4.5	0.208	0.046	4.5	0.647	0.361	1.8	0.893	0.769	1.2	116906	78891	38015	125636	77716	47921	-9906	-0.261
2312	 Marine Transport Professionals	8.3	9865	330	0.97	0.03	0.205	0.061	3.4	0.205	0.061	3.4	0.66	0.409	1.6	0.899	0.788	1.1	95058	66131	28928	117927	79438	38489	-9562	-0.331
2321	 Architects and Landscape Architects	2.8	12395	5370	0.7	0.3	0.054	0.021	2.5	0.054	0.021	2.5	0.382	0.183	2.1	0.808	0.708	1.1	77604	57398	20206	71087	52120	18967	1239	0.061
2322	 Cartographers and Surveyors	7	10880	1205	0.9	0.1	0.047	0.008	5.7	0.047	0.008	5.7	0.528	0.253	2.1	0.901	0.772	1.2	78435	60831	17604	85538	60846	24692	-7088	-0.403
2323	" Fashion, Industrial and Jewellery Designers"	2.2	3095	4130	0.43	0.57	0.021	0.018	1.2	0.021	0.018	1.2	0.296	0.148	2	0.809	0.662	1.2	68510	54432	14078	66291	50596	15695	-1616	-0.115
2324	" Graphic and Web Designers, and Illustrators"	3.5	16295	15150	0.52	0.48	0.009	0.003	2.6	0.009	0.003	2.6	0.171	0.082	2.1	0.758	0.626	1.2	55615	48157	7458	53242	42209	11033	-3575	-0.479
2325	 Interior Designers	2.8	785	3900	0.17	0.83	0.025	0.01	2.5	0.025	0.01	2.5	0.248	0.117	2.1	0.79	0.651	1.2	65703	50935	14768	60347	44763	15584	-816	-0.055
2326	 Urban and Regional Planners	4.9	5170	4180	0.55	0.45	0.049	0.019	2.6	0.049	0.019	2.6	0.536	0.312	1.7	0.924	0.841	1.1	82926	67460	15466	88395	67970	20426	-4960	-0.321
2330	 Engineering Professionals	7.1	770	85	0.9	0.1	0.123	0.059	2.1	0.123	0.059	2.1	0.636	0.471	1.4	0.851	0.765	1.1	94200	74219	19981	100285	68404	31880	-11899	-0.596
2331	 Chemical and Materials Engineers	6.8	6180	1840	0.77	0.23	0.173	0.06	2.9	0.173	0.06	2.9	0.658	0.478	1.4	0.894	0.832	1.1	103700	80291	23409	114296	83625	30671	-7262	-0.31
2332	 Civil Engineering Professionals	6.3	40165	5195	0.89	0.11	0.119	0.029	4.1	0.119	0.029	4.1	0.603	0.368	1.6	0.896	0.806	1.1	98237	72389	25847	104592	73794	30797	-4950	-0.192
2333	 Electrical Engineers	5.6	21665	1450	0.94	0.06	0.096	0.028	3.5	0.096	0.028	3.5	0.675	0.466	1.5	0.918	0.848	1.1	95685	75883	19802	104901	80086	24815	-5013	-0.253
2334	 Electronics Engineers	2.3	6510	390	0.94	0.06	0.043	0.026	1.7	0.043	0.026	1.7	0.541	0.385	1.4	0.898	0.821	1.1	83046	69801	13245	86217	72004	14213	-968	-0.073
2335	" Industrial, Mechanical and Production Engineers"	3.8	36215	2185	0.94	0.06	0.082	0.041	2	0.082	0.041	2	0.548	0.391	1.4	0.897	0.817	1.1	85762	70151	15611	94776	75686	19090	-3479	-0.223
2336	 Mining Engineers	6.3	8705	890	0.91	0.09	0.334	0.174	1.9	0.334	0.174	1.9	0.82	0.702	1.2	0.935	0.876	1.1	145954	111828	34127	157022	117112	39909	-5783	-0.169
2339	 Other Engineering Professionals	6.5	27675	3595	0.89	0.11	0.134	0.058	2.3	0.134	0.058	2.3	0.633	0.438	1.4	0.909	0.834	1.1	94326	75433	18894	107736	80727	27009	-8115	-0.43
2340	 Natural and Physical Science Professionals	3.3	130	80	0.62	0.38	0.038	0.063	0.6	0.038	0.063	0.6	0.654	0.375	1.7	0.923	0.75	1.2	83413	62198	21215	85035	60743	24292	-3077	-0.145
2341	 Agricultural and Forestry Scientists	4.5	6410	2325	0.73	0.27	0.026	0.006	4	0.026	0.006	4	0.414	0.241	1.7	0.867	0.755	1.1	72531	57742	14789	74454	56552	17902	-3113	-0.211
2342	" Chemists, and Food and Wine Scientists"	3.5	7075	5675	0.55	0.45	0.038	0.013	2.9	0.038	0.013	2.9	0.425	0.226	1.9	0.838	0.75	1.1	78086	60522	17564	77014	58147	18867	-1303	-0.074
